customer_id,recency,frequency,monetary,country,label
13323,370,21,787.85,United Kingdom,3
13324,337,75,7121.95,United Kingdom,3
13325,292,12,675.3,United Kingdom,3
13327,335,108,3627.77,United Kingdom,3
13328,57,17,1308.48,United Kingdom,2
13329,342,17,789.0,United Kingdom,3
13330,281,53,1140.93,United Kingdom,3
13332,359,21,350.9,United Kingdom,3
13334,291,265,3502.32,United Kingdom,0
13336,296,51,795.12,United Kingdom,3
13338,216,19,487.02,United Kingdom,1
13339,173,54,860.12,United Kingdom,1
13340,328,134,10736.48,United Kingdom,0
13341,113,42,775.85,United Kingdom,2
13343,196,19,353.43,United Kingdom,1
13344,306,116,2511.69,United Kingdom,3
13345,86,20,389.5,United Kingdom,2
13347,303,8,341.36,United Kingdom,3
13348,309,14,233.76,United Kingdom,3
13349,363,16,247.32,United Kingdom,3
13350,357,40,979.12,United Kingdom,3
13351,307,16,373.94,United Kingdom,3
13352,313,24,397.98,United Kingdom,3
13354,302,51,743.53,United Kingdom,3
13355,251,32,674.7,United Kingdom,1
13356,293,42,768.24,United Kingdom,3
13357,116,89,609.4,United Kingdom,2
13358,105,29,439.03,United Kingdom,2
13359,310,23,439.56,United Kingdom,3
13362,364,166,3090.74,United Kingdom,3
13363,356,60,992.5,United Kingdom,3
13364,302,10,134.95999999999998,United Kingdom,3
13365,340,128,2225.37,United Kingdom,3
13366,323,1,56.16,United Kingdom,3
13368,117,29,623.4,United Kingdom,2
13369,8,14,308.28000000000003,United Kingdom,2
13370,2,39,754.87,United Kingdom,2
13372,284,23,378.64,United Kingdom,3
13373,313,158,3312.25,United Kingdom,3
13375,285,37,778.65,United Kingdom,3
13376,274,53,1019.76,United Kingdom,1
13379,347,97,572.56,United Kingdom,3
13381,342,172,3639.31,United Kingdom,3
13382,93,15,222.99,United Kingdom,2
13384,343,152,4151.93,United Kingdom,3
13385,44,35,534.57,United Kingdom,2
13388,242,35,677.1,United Kingdom,1
13389,362,51,797.96,United Kingdom,3
13390,299,13,544.08,United Kingdom,3
13391,170,1,59.8,United Kingdom,1
13394,372,155,2520.02,United Kingdom,3
13395,188,21,307.72,United Kingdom,1
13396,344,43,1360.99,United Kingdom,3
13397,301,38,1544.13,United Kingdom,3
13398,181,26,457.34,United Kingdom,1
13402,246,39,621.23,United Kingdom,1
13403,356,3,75.0,United Kingdom,3
13404,372,11,252.49,United Kingdom,3
13405,299,27,572.451,United Kingdom,3
13408,372,478,28117.04,United Kingdom,0
13410,349,28,1003.06,United Kingdom,3
13411,266,18,213.55,United Kingdom,1
13414,240,24,1390.5,United Kingdom,1
13416,330,19,712.5,United Kingdom,3
13417,369,28,640.83,United Kingdom,3
13418,362,304,6127.43,United Kingdom,0
13419,310,16,221.06,United Kingdom,3
13420,224,8,159.85,United Kingdom,1
13421,333,102,1833.71,United Kingdom,3
13422,309,127,2626.3,United Kingdom,3
13425,265,78,1624.21,United Kingdom,1
13426,373,157,3641.32,United Kingdom,3
13427,354,29,582.6,United Kingdom,3
13428,363,71,201.78,United Kingdom,3
13429,363,67,1006.8,United Kingdom,3
13430,355,49,679.45,United Kingdom,3
13431,306,46,1269.1,United Kingdom,3
13434,299,10,534.24,United Kingdom,3
13435,368,101,3809.89,United Kingdom,3
13436,372,12,196.89,United Kingdom,3
13437,359,167,3408.06,United Kingdom,3
13439,118,54,283.71,United Kingdom,2
13441,282,13,296.64,United Kingdom,3
13447,350,59,1129.14,United Kingdom,3
13448,357,194,3534.69,United Kingdom,0
13449,350,19,291.88,United Kingdom,3
13450,347,71,2043.72,United Kingdom,3
13451,347,433,2898.26,United Kingdom,0
13452,114,2,590.0,United Kingdom,2
13453,208,17,356.98,United Kingdom,1
13455,349,46,1058.34,United Kingdom,3
13456,356,63,1766.72,United Kingdom,3
13458,366,382,9646.57,United Kingdom,0
13460,344,17,183.44,United Kingdom,3
13461,335,27,1445.0,United Kingdom,3
13462,121,9,151.5,United Kingdom,2
13464,315,41,674.68,United Kingdom,3
13466,189,17,307.9,United Kingdom,1
13467,363,98,1071.91,United Kingdom,3
13468,372,302,5704.97,United Kingdom,0
13470,274,10,165.0,United Kingdom,1
13471,372,254,2501.84,United Kingdom,0
13473,313,21,422.64,United Kingdom,3
13474,137,62,226.84,United Kingdom,2
13475,182,86,1431.78,United Kingdom,1
13476,195,58,1238.47,United Kingdom,1
13477,336,79,1454.58,United Kingdom,3
13479,173,15,300.95,United Kingdom,1
13481,328,109,1804.56,United Kingdom,3
13482,141,11,184.64,United Kingdom,2
13483,308,10,140.34,United Kingdom,3
13484,132,8,313.8,United Kingdom,2
13485,140,23,454.24,United Kingdom,2
13486,295,69,1122.41,United Kingdom,3
13487,316,34,575.4,United Kingdom,3
13488,356,422,8968.31,United Kingdom,0
13489,268,14,449.52,United Kingdom,1
13491,322,86,1215.82,United Kingdom,3
13492,237,50,1269.84,Switzerland,1
13493,98,8,618.63,Switzerland,2
13494,62,18,316.26000000000005,United Kingdom,2
13495,366,48,2044.87,United Kingdom,3
13496,363,35,653.33,United Kingdom,3
13497,91,19,348.05,United Kingdom,2
13499,356,42,1159.11,United Kingdom,3
13500,350,65,1166.77,United Kingdom,3
13501,85,52,1340.32,Switzerland,2
13502,357,18,292.0,United Kingdom,3
13503,302,17,216.85,United Kingdom,3
13504,309,22,295.93,United Kingdom,3
13505,301,215,4393.63,Switzerland,0
13506,57,26,458.52,United Kingdom,2
13507,370,162,2479.16,United Kingdom,3
13508,130,12,110.97,United Kingdom,2
13509,365,44,979.72,United Kingdom,3
13510,372,115,1791.56,United Kingdom,3
13512,113,15,251.21,United Kingdom,2
13513,247,10,205.1,United Kingdom,1
13514,300,4,152.20000000000002,United Kingdom,3
13515,301,59,891.12,United Kingdom,3
13516,352,44,1389.41,United Kingdom,3
13517,314,141,2128.42,United Kingdom,3
13518,288,36,627.16,United Kingdom,3
13519,295,8,122.75,United Kingdom,3
13520,315,93,3624.35,Switzerland,3
13521,372,418,1071.73,United Kingdom,0
13522,343,5,125.8,United Kingdom,3
13523,340,172,3964.88,United Kingdom,3
13524,333,27,680.1800000000001,United Kingdom,3
13525,359,6,628.78,United Kingdom,3
13527,340,217,2242.36,United Kingdom,0
13529,295,15,307.76,United Kingdom,3
13531,168,22,483.8,United Kingdom,1
13532,340,66,210.31,United Kingdom,3
13533,191,75,269.09,United Kingdom,1
13534,371,296,5870.08,United Kingdom,0
13536,372,178,3444.39,United Kingdom,3
13538,330,25,1280.85,United Kingdom,3
13539,288,37,631.34,United Kingdom,3
13544,334,78,276.06,United Kingdom,3
13546,361,97,621.09,United Kingdom,3
13548,277,123,678.16,United Kingdom,3
13549,348,51,918.2,United Kingdom,3
13551,54,4,91.8,United Kingdom,2
13552,307,109,3740.07,United Kingdom,3
13555,300,135,4098.88,United Kingdom,3
13557,345,34,584.06,United Kingdom,3
13558,368,169,594.52,United Kingdom,3
13560,366,32,171.42000000000002,United Kingdom,3
13561,158,14,141.86,United Kingdom,1
13562,292,82,1799.33,United Kingdom,3
13563,289,49,777.53,United Kingdom,3
13564,229,81,1724.67,United Kingdom,1
13565,354,38,240.22,United Kingdom,3
13566,333,169,856.84,United Kingdom,3
13568,200,43,187.05,United Kingdom,1
13569,356,79,338.62,United Kingdom,3
13570,130,27,239.49,United Kingdom,2
13571,361,340,2088.94,United Kingdom,0
13572,168,33,1384.25,United Kingdom,1
13573,323,25,290.25,United Kingdom,3
13575,350,46,732.0699999999999,United Kingdom,3
13576,363,126,6717.34,United Kingdom,3
13577,348,83,1687.6,United Kingdom,3
13579,359,23,467.04,United Kingdom,3
13581,64,10,118.0,United Kingdom,2
13583,218,53,781.03,United Kingdom,1
13584,67,24,142.4,United Kingdom,2
13587,310,8,712.4,United Kingdom,3
13588,358,174,2478.95,United Kingdom,3
13589,359,21,379.65,United Kingdom,3
13590,362,87,1981.92,United Kingdom,3
13591,309,58,1117.13,United Kingdom,3
13592,338,16,247.96,United Kingdom,3
13593,265,127,2011.88,United Kingdom,1
13594,321,26,396.97,United Kingdom,3
13596,368,146,664.11,United Kingdom,3
13598,326,35,160.04,United Kingdom,3
13599,372,246,5149.92,United Kingdom,0
13600,61,19,219.52,United Kingdom,2
13601,328,99,693.32,United Kingdom,3
13602,309,23,428.89,United Kingdom,3
13603,347,27,164.34,United Kingdom,3
13606,344,40,276.75,United Kingdom,3
13607,333,97,675.51,United Kingdom,3
13610,361,215,1082.33,United Kingdom,0
13611,284,72,1154.4,United Kingdom,3
13614,349,195,1585.46,United Kingdom,3
13615,55,23,417.69,United Kingdom,2
13617,333,44,544.18,United Kingdom,3
13618,200,13,177.34,United Kingdom,1
13621,257,19,213.85,United Kingdom,1
13623,343,78,727.74,United Kingdom,3
13626,121,19,257.23,United Kingdom,2
13627,314,92,1638.47,United Kingdom,3
13629,350,59,7792.36,United Kingdom,3
13630,368,71,2031.78,United Kingdom,3
13631,274,11,3070.42,United Kingdom,1
13632,349,145,2118.93,United Kingdom,3
13634,340,186,1547.36,United Kingdom,3
13635,306,62,1071.03,United Kingdom,3
13636,337,63,949.12,United Kingdom,3
13637,321,99,804.3,United Kingdom,3
13638,358,8,122.64,United Kingdom,3
13639,299,40,1033.34,United Kingdom,3
13642,158,57,312.28,United Kingdom,1
13643,342,28,519.44,United Kingdom,3
13644,357,146,2624.26,United Kingdom,3
13645,253,5,252.1,United Kingdom,1
13647,364,78,1648.12,United Kingdom,3
13649,117,23,346.6,United Kingdom,2
13650,357,96,1836.34,United Kingdom,3
13651,338,6,94.2,United Kingdom,3
13652,328,63,1095.08,United Kingdom,3
13654,330,166,2707.33,United Kingdom,3
13655,259,56,932.97,United Kingdom,1
13656,209,49,379.65,United Kingdom,1
13657,363,16,382.14,United Kingdom,3
13658,364,108,2639.17,United Kingdom,3
13659,168,103,1563.0,United Kingdom,1
13662,288,52,881.26,United Kingdom,3
13663,194,13,189.47,United Kingdom,1
13666,313,12,84.65,United Kingdom,3
13667,224,83,299.05,United Kingdom,1
13668,371,463,6309.83,United Kingdom,0
13669,323,9,218.55,United Kingdom,3
13670,298,25,349.7,United Kingdom,3
13672,72,6,186.39,United Kingdom,2
13673,355,60,387.44,United Kingdom,3
13675,222,25,486.8200000000001,United Kingdom,1
13678,222,16,232.6,United Kingdom,1
13680,372,194,3719.12,United Kingdom,0
13681,356,57,827.83,United Kingdom,3
13682,186,3,59.5,United Kingdom,1
13684,88,29,65.13,United Kingdom,2
13685,371,39,3119.44,United Kingdom,3
13686,191,8,72.0,United Kingdom,1
13689,310,6,910.0,United Kingdom,3
13690,314,9,172.25,United Kingdom,3
13692,349,53,1488.32,United Kingdom,3
13695,342,90,2504.13,United Kingdom,3
13697,335,12,151.29999999999998,United Kingdom,3
13699,218,14,308.58000000000004,United Kingdom,1
13700,347,194,2248.63,United Kingdom,3
13703,55,1,99.5,United Kingdom,2
13704,368,134,2308.06,United Kingdom,3
13705,366,28,711.86,United Kingdom,3
13706,71,20,330.79,United Kingdom,2
13707,106,48,806.41,United Kingdom,2
13708,102,49,285.33,United Kingdom,2
13709,370,335,6307.650000000001,United Kingdom,0
13710,342,8,180.48,United Kingdom,3
13711,155,13,252.06,United Kingdom,1
13712,127,10,228.84,United Kingdom,2
13715,92,104,1077.39,United Kingdom,2
13716,104,21,138.28,United Kingdom,2
13717,341,102,1445.01,United Kingdom,3
13718,127,12,306.55,United Kingdom,2
13719,358,60,1041.68,United Kingdom,3
13720,257,43,799.9,United Kingdom,1
13721,337,28,524.14,United Kingdom,3
13722,242,85,2375.41,United Kingdom,1
13723,156,6,199.85,United Kingdom,1
13725,324,104,1980.56,United Kingdom,3
13726,335,42,1079.66,United Kingdom,3
13727,345,20,333.48,United Kingdom,3
13728,337,63,1016.14,United Kingdom,3
13730,238,43,752.6,United Kingdom,1
13731,154,38,610.59,United Kingdom,1
13732,345,33,491.86,United Kingdom,3
13735,349,195,2883.54,United Kingdom,3
13736,368,190,729.8,United Kingdom,3
13737,173,30,339.6,United Kingdom,1
13739,355,3,216.9,United Kingdom,3
13740,133,23,350.75,United Kingdom,2
13741,302,34,668.4300000000001,United Kingdom,3
13742,357,313,3107.87,United Kingdom,0
13743,371,41,1341.6,United Kingdom,3
13744,278,63,1080.52,United Kingdom,3
13745,211,25,300.04,United Kingdom,1
13747,0,1,79.6,United Kingdom,2
13748,278,28,948.25,United Kingdom,3
13750,320,24,1647.26,United Kingdom,3
13751,85,9,296.25,United Kingdom,2
13752,249,75,1175.38,United Kingdom,1
13753,86,35,741.26,United Kingdom,2
13754,222,12,282.6,United Kingdom,1
13755,370,321,2108.06,United Kingdom,0
13756,371,142,5189.52,United Kingdom,3
13758,362,117,3190.55,United Kingdom,3
13759,340,25,659.4100000000001,United Kingdom,3
13760,319,57,286.79,United Kingdom,3
13761,323,70,1070.65,United Kingdom,3
13762,155,7,306.72,United Kingdom,1
13763,310,15,1714.96,United Kingdom,3
13764,303,207,1519.42,United Kingdom,3
13767,371,368,17220.36,United Kingdom,0
13769,371,135,2796.51,United Kingdom,3
13771,309,119,2634.45,United Kingdom,3
13772,340,173,1122.63,United Kingdom,3
13774,292,22,345.0,United Kingdom,3
13777,373,197,25977.16,United Kingdom,0
13778,270,9,178.7,United Kingdom,1
13780,366,57,360.01,United Kingdom,3
13781,123,17,127.84,United Kingdom,2
13782,361,113,908.86,United Kingdom,3
13784,364,31,2462.79,United Kingdom,3
13786,6,7,230.4,United Kingdom,2
13787,298,31,309.04,United Kingdom,3
13790,369,45,348.8,United Kingdom,3
13791,246,11,1516.0,United Kingdom,1
13792,307,13,195.55,United Kingdom,3
13799,257,39,688.86,United Kingdom,1
13800,64,33,558.32,United Kingdom,2
13801,307,23,324.8,United Kingdom,3
13802,235,60,4599.42,United Kingdom,1
13803,118,17,277.07,United Kingdom,2
13804,343,135,2588.39,United Kingdom,3
13805,321,13,924.6,United Kingdom,3
13806,310,10,256.38,United Kingdom,3
13807,6,7,112.6,United Kingdom,2
13808,368,76,1747.66,United Kingdom,3
13809,68,12,155.05,Cyprus,2
13810,345,35,1499.01,Germany,3
13811,190,13,814.5,Germany,1
13812,331,36,539.0,Germany,3
13813,334,69,1366.86,Germany,3
13814,281,57,1579.12,Germany,3
13815,351,176,4027.36,Germany,3
13816,350,28,571.6700000000001,Germany,3
13817,344,24,382.98,Germany,3
13819,72,36,1140.35,United Kingdom,2
13821,229,59,385.64,United Kingdom,1
13822,368,96,632.0,United Kingdom,3
13823,355,40,957.66,United Kingdom,3
13824,341,46,1698.94,United Kingdom,3
13826,197,10,189.5,United Kingdom,1
13827,316,92,409.8,United Kingdom,3
13828,351,15,209.49,United Kingdom,3
13831,357,72,2198.45,United Kingdom,3
13832,354,3,52.2,United Kingdom,3
13833,214,28,383.85,United Kingdom,1
13835,348,55,834.57,United Kingdom,3
13837,162,18,266.59000000000003,United Kingdom,1
13838,368,165,674.82,United Kingdom,3
13841,121,1,85.0,United Kingdom,2
13842,315,206,3385.62,United Kingdom,0
13844,362,20,361.62,United Kingdom,3
13845,309,9,312.98,United Kingdom,3
13846,349,55,865.0600000000001,United Kingdom,3
13848,281,5,1255.0,United Kingdom,3
13849,322,101,1537.95,United Kingdom,3
13850,244,93,1595.48,United Kingdom,1
13851,278,81,2651.46,United Kingdom,3
13853,316,23,1090.14,United Kingdom,3
13854,365,110,8109.519999999999,United Kingdom,3
13856,205,14,388.5,United Kingdom,1
13858,316,11,216.17,United Kingdom,3
13859,47,28,201.16,United Kingdom,2
13860,372,76,1245.9,United Kingdom,3
13862,355,139,2209.36,United Kingdom,3
13863,126,20,305.78,United Kingdom,2
13865,315,30,501.56,United Kingdom,3
13866,299,7,145.67000000000002,United Kingdom,3
13867,342,60,1005.09,United Kingdom,3
13868,366,33,3192.54,United Kingdom,3
13869,250,304,3083.65,United Kingdom,0
13870,371,115,2770.94,United Kingdom,3
13871,351,336,6403.25,United Kingdom,0
13873,254,23,389.6,United Kingdom,1
13874,15,18,540.45,United Kingdom,2
13875,320,104,1786.79,United Kingdom,3
13876,310,7,122.7,United Kingdom,3
13877,287,3,117.24,United Kingdom,3
13878,319,35,1271.57,United Kingdom,3
13880,352,165,3219.77,United Kingdom,3
13881,370,178,17159.52,United Kingdom,0
13882,371,65,1191.13,United Kingdom,3
13883,363,142,2674.48,United Kingdom,3
13884,366,59,787.6,United Kingdom,3
13885,184,28,506.8,United Kingdom,1
13886,302,16,243.56,United Kingdom,3
13887,169,19,349.55,United Kingdom,1
13888,254,39,595.67,United Kingdom,1
13889,281,15,416.9,United Kingdom,3
13890,372,110,1883.81,United Kingdom,3
13892,347,27,632.97,United Kingdom,3
13893,76,21,821.1,United Kingdom,2
13894,350,27,564.62,United Kingdom,3
13895,345,118,2593.07,United Kingdom,3
13897,323,17,311.16,United Kingdom,3
13898,48,12,155.93,United Kingdom,2
13899,357,19,388.52,United Kingdom,3
13900,190,43,740.95,United Kingdom,1
13901,301,149,2867.2,United Kingdom,3
13904,336,26,332.64,United Kingdom,3
13908,294,122,2369.55,United Kingdom,3
13911,316,148,2580.91,United Kingdom,3
13914,362,33,626.45,United Kingdom,3
13917,324,18,272.04,United Kingdom,3
13918,324,30,1212.84,United Kingdom,3
13919,314,28,384.81,Denmark,3
13922,22,7,172.25,United Kingdom,2
13923,320,20,351.13,United Kingdom,3
13924,372,117,1838.85,United Kingdom,3
13925,281,41,678.25,United Kingdom,3
13926,350,11,223.85,United Kingdom,3
13927,299,21,348.99,United Kingdom,3
13928,363,27,464.57,United Kingdom,3
13929,204,9,842.65,United Kingdom,1
13930,316,17,337.34,United Kingdom,3
13931,278,58,1237.53,United Kingdom,3
13932,79,16,307.4,United Kingdom,2
13933,264,23,608.7900000000001,United Kingdom,1
13934,110,31,922.1,United Kingdom,2
13936,194,26,376.58,United Kingdom,1
13937,204,9,158.85,United Kingdom,1
13938,338,7,71.66,United Kingdom,3
13939,350,45,568.55,United Kingdom,3
13940,356,49,839.14,United Kingdom,3
13941,352,45,5112.96,United Kingdom,3
13946,294,11,561.5699999999999,United Kingdom,3
13947,308,5,90.6,United Kingdom,3
13948,13,3,102.0,United Kingdom,2
13949,371,160,2427.32,United Kingdom,3
13950,362,35,745.06,United Kingdom,3
13951,197,39,674.45,United Kingdom,1
13952,156,137,3251.071,United Kingdom,1
13953,366,20,3515.68,United Kingdom,3
13954,372,25,439.92,United Kingdom,3
13955,219,33,322.96,United Kingdom,1
13956,368,147,1019.27,United Kingdom,3
13959,294,90,594.04,United Kingdom,3
13960,352,12,230.22,United Kingdom,3
13962,352,11,169.55,United Kingdom,3
13963,65,35,664.54,United Kingdom,2
13967,228,2,80.7,United Kingdom,1
13969,366,619,9024.17,United Kingdom,0
13971,355,149,2758.26,United Kingdom,3
13972,303,15,190.25,United Kingdom,3
13973,86,11,264.7,United Kingdom,2
13974,324,28,413.59,United Kingdom,3
13975,342,329,2461.24,United Kingdom,0
13976,167,10,357.98,United Kingdom,1
13978,359,15,196.79,United Kingdom,3
13979,300,54,869.87,United Kingdom,3
13980,313,11,200.14,United Kingdom,3
13982,334,111,1871.81,United Kingdom,3
13983,344,107,2603.43,United Kingdom,3
13984,347,16,920.51,United Kingdom,3
13985,369,351,7060.13,United Kingdom,0
13986,356,13,320.46,United Kingdom,3
13988,354,234,4147.96,United Kingdom,0
13989,308,41,1266.08,United Kingdom,3
13990,160,16,311.3,United Kingdom,1
13991,361,82,852.88,United Kingdom,3
13992,343,5,76.8,United Kingdom,3
13993,331,121,3466.36,United Kingdom,3
13994,370,148,2274.14,United Kingdom,3
13995,358,86,1393.69,United Kingdom,3
13999,363,208,3901.81,United Kingdom,0
14000,162,15,635.66,United Kingdom,1
14001,328,39,2043.08,United Kingdom,3
14002,239,47,529.73,United Kingdom,1
14004,330,171,4582.64,United Kingdom,3
14005,364,84,2874.72,United Kingdom,3
14006,258,30,962.19,United Kingdom,1
14009,175,42,695.61,United Kingdom,1
14012,96,11,328.8,United Kingdom,2
14013,263,34,473.02,United Kingdom,1
14014,296,39,505.18,United Kingdom,3
14015,321,20,917.34,United Kingdom,3
14016,212,161,4341.21,EIRE,1
14019,327,66,1421.61,United Kingdom,3
14020,357,39,642.8,United Kingdom,3
14021,218,22,631.9,United Kingdom,1
14022,148,28,440.0,United Kingdom,1
14023,366,31,584.07,United Kingdom,3
14024,252,16,327.7,United Kingdom,1
14027,313,6,104.82,United Kingdom,3
14029,310,15,467.66,United Kingdom,3
14030,355,242,2358.84,United Kingdom,0
14031,366,250,17286.86,United Kingdom,0
14032,371,143,2975.59,United Kingdom,3
14034,351,86,648.89,United Kingdom,3
14035,345,66,1428.02,United Kingdom,3
14036,89,38,626.65,United Kingdom,2
14037,197,28,147.20000000000002,United Kingdom,1
14038,295,92,1560.38,United Kingdom,3
14039,340,6,152.2,United Kingdom,3
14040,333,229,3560.32,United Kingdom,0
14041,107,21,141.41,United Kingdom,2
14044,347,206,646.42,United Kingdom,3
14045,264,6,1659.75,United Kingdom,1
14046,89,14,154.99,United Kingdom,2
14047,365,32,1308.61,United Kingdom,3
14048,68,85,409.93,United Kingdom,2
14049,357,478,5578.72,United Kingdom,0
14050,342,54,746.36,United Kingdom,3
14051,373,210,15610.39,United Kingdom,0
14052,354,56,225.36,United Kingdom,3
14053,249,4,260.25,United Kingdom,1
14054,308,6,92.46,United Kingdom,3
14055,267,10,725.6400000000001,United Kingdom,1
14057,350,283,6211.66,United Kingdom,0
14059,107,8,183.6,United Kingdom,2
14060,369,202,6140.42,United Kingdom,0
14062,364,111,10464.85,United Kingdom,0
14064,344,77,1334.34,United Kingdom,3
14066,107,7,152.55,United Kingdom,2
14067,310,52,374.7,United Kingdom,3
14068,53,24,265.85,United Kingdom,2
14071,370,323,1437.57,United Kingdom,0
14073,341,13,151.04,United Kingdom,3
14075,369,43,942.26,United Kingdom,3
14076,244,44,118.67,United Kingdom,1
14077,333,42,499.42,United Kingdom,3
14078,272,65,1049.37,United Kingdom,1
14079,249,12,375.1,United Kingdom,1
14080,341,4,45.6,United Kingdom,3
14081,71,150,921.62,United Kingdom,2
14082,9,29,182.25,United Kingdom,2
14083,369,177,1002.9,United Kingdom,3
14085,371,448,4421.29,United Kingdom,0
14087,371,68,191.47,United Kingdom,3
14089,317,13,158.75,United Kingdom,3
14090,49,1,76.32000000000001,United Kingdom,2
14092,366,214,4076.91,United Kingdom,0
14093,361,100,433.86,United Kingdom,3
14098,337,21,147.35,United Kingdom,3
14099,357,250,3104.17,United Kingdom,0
14100,236,25,191.95,United Kingdom,1
14101,300,35,5976.79,United Kingdom,3
14102,368,58,1105.88,United Kingdom,3
14104,219,21,216.21,United Kingdom,1
14105,134,74,1266.23,United Kingdom,2
14107,322,123,2703.23,United Kingdom,3
14108,343,34,597.91,United Kingdom,3
14109,301,9,144.2,United Kingdom,3
14110,370,156,5683.15,United Kingdom,3
14111,359,10,692.85,United Kingdom,3
14112,351,160,2915.15,United Kingdom,3
14113,370,34,1840.42,United Kingdom,3
14114,100,15,386.53,United Kingdom,2
14116,354,72,1382.74,United Kingdom,3
14117,230,3,90.0,United Kingdom,1
14121,370,159,2780.15,United Kingdom,3
14124,289,5,419.58,United Kingdom,3
14125,363,166,2720.63,United Kingdom,3
14126,366,15,706.1300000000001,United Kingdom,3
14127,251,44,709.71,United Kingdom,1
14128,313,46,637.5,United Kingdom,3
14129,372,52,1123.86,United Kingdom,3
14130,54,66,480.91,United Kingdom,2
14132,371,200,3586.03,United Kingdom,0
14133,244,28,605.64,United Kingdom,1
14135,372,134,4690.31,United Kingdom,3
14138,372,46,965.88,United Kingdom,3
14139,327,26,415.82,United Kingdom,3
14140,370,66,935.05,United Kingdom,3
14141,371,40,915.13,United Kingdom,3
14142,0,22,311.81,United Kingdom,2
14143,240,7,115.8,United Kingdom,1
14145,327,11,3742.2,United Kingdom,3
14146,365,210,4191.0,United Kingdom,0
14147,295,5,483.4,United Kingdom,3
14148,140,3,157.2,United Kingdom,2
14149,153,28,446.62,United Kingdom,1
14150,338,26,658.64,United Kingdom,3
14152,298,49,621.29,United Kingdom,3
14154,134,52,1345.62,United Kingdom,2
14155,107,6,118.75,United Kingdom,2
14157,354,46,424.89,United Kingdom,3
14158,333,41,507.66,United Kingdom,3
14161,158,104,1097.62,United Kingdom,1
14162,200,25,289.36,United Kingdom,1
14163,286,52,2445.91,United Kingdom,3
14164,303,29,1631.77,United Kingdom,3
14165,98,24,120.44,United Kingdom,2
14167,334,50,562.59,United Kingdom,3
14171,275,58,363.79,United Kingdom,1
14173,363,29,450.84,United Kingdom,3
14174,340,26,134.46,United Kingdom,3
14175,314,149,3222.3,United Kingdom,3
14176,76,31,576.9000000000001,United Kingdom,2
14177,287,41,549.46,United Kingdom,3
14178,365,318,1600.26,United Kingdom,0
14179,333,157,701.57,United Kingdom,3
14180,363,240,4748.52,United Kingdom,0
14184,307,24,452.89,United Kingdom,3
14185,42,3,197.65,United Kingdom,2
14188,343,65,2054.36,United Kingdom,3
14189,371,265,4654.08,United Kingdom,0
14191,372,259,4684.76,United Kingdom,0
14193,306,42,853.39,United Kingdom,3
14194,369,579,11349.52,United Kingdom,0
14195,172,7,1012.0,United Kingdom,1
14196,267,6,335.52,United Kingdom,1
14198,355,39,701.4,United Kingdom,3
14199,155,2,185.4,United Kingdom,1
14201,313,37,747.44,United Kingdom,3
14204,371,39,150.61,United Kingdom,3
14205,357,24,466.7,United Kingdom,3
14206,134,20,328.16,United Kingdom,2
14208,279,10,151.74,United Kingdom,3
14209,363,87,2073.43,United Kingdom,3
14210,268,102,1905.84,United Kingdom,1
14211,320,112,2241.1,United Kingdom,3
14212,284,9,1070.48,United Kingdom,3
14214,343,67,1004.38,United Kingdom,3
14215,362,108,1789.72,United Kingdom,3
14216,370,59,1839.3,United Kingdom,3
14217,372,100,2004.98,United Kingdom,3
14218,331,12,169.48000000000002,United Kingdom,3
14219,369,7,89.94,United Kingdom,3
14220,126,21,632.4,United Kingdom,2
14221,331,193,3432.8,United Kingdom,3
14222,196,41,683.17,United Kingdom,1
14223,281,60,991.13,United Kingdom,3
14224,263,113,1009.73,United Kingdom,1
14226,345,66,2214.79,United Kingdom,3
14227,347,175,3350.96,United Kingdom,3
14229,322,40,1547.2,United Kingdom,3
14231,190,50,925.71,United Kingdom,1
14232,331,115,2048.07,United Kingdom,3
14233,324,35,1462.72,United Kingdom,3
14234,351,147,754.12,United Kingdom,3
14235,298,79,3144.86,United Kingdom,3
14236,293,15,490.86,United Kingdom,3
14237,0,9,161.0,United Kingdom,2
14238,47,8,146.85,United Kingdom,2
14239,330,112,2380.85,United Kingdom,3
14240,343,42,890.34,United Kingdom,3
14241,190,10,213.7,United Kingdom,1
14242,139,16,280.55,United Kingdom,2
14243,365,141,2588.77,United Kingdom,3
14245,154,108,1693.45,United Kingdom,1
14246,263,75,1474.06,United Kingdom,1
14247,95,20,136.76999999999998,United Kingdom,2
14248,55,8,302.58,United Kingdom,2
14250,366,111,1904.05,United Kingdom,3
14251,372,78,2879.7000000000003,United Kingdom,3
14256,113,53,969.06,United Kingdom,2
14257,309,106,3099.7200000000003,United Kingdom,3
14258,364,111,12669.98,United Kingdom,0
14259,232,5,120.0,United Kingdom,1
14261,323,52,1163.45,United Kingdom,3
14262,365,143,2618.23,United Kingdom,3
14264,219,17,333.97,United Kingdom,1
14265,264,31,530.18,Unspecified,1
14267,211,55,1516.24,United Kingdom,1
14270,42,29,492.65,United Kingdom,2
14271,148,10,112.32,United Kingdom,2
14272,300,33,437.96,United Kingdom,3
14273,322,29,559.97,United Kingdom,3
14276,275,64,1119.74,United Kingdom,1
14277,358,222,4188.0,France,0
14280,177,8,134.04,United Kingdom,1
14282,370,154,3701.44,United Kingdom,3
14284,343,32,595.25,United Kingdom,3
14285,352,27,1910.01,United Kingdom,3
