customer_id,recency,frequency,monetary,country
13410,349,28,1003.06,United Kingdom
13411,266,18,213.55,United Kingdom
13414,240,24,1390.5,United Kingdom
13416,330,19,712.5,United Kingdom
13417,369,28,640.83,United Kingdom
13418,362,304,6127.43,United Kingdom
13419,310,16,221.06,United Kingdom
13420,224,8,159.85,United Kingdom
13421,333,102,1833.71,United Kingdom
13422,309,127,2626.3,United Kingdom
13425,265,78,1624.21,United Kingdom
13426,373,157,3641.32,United Kingdom
13427,354,29,582.6,United Kingdom
13428,363,71,201.78,United Kingdom
13429,363,67,1006.8,United Kingdom
13430,355,49,679.45,United Kingdom
13431,306,46,1269.1,United Kingdom
13434,299,10,534.24,United Kingdom
13435,368,101,3809.8900000000003,United Kingdom
13436,372,12,196.89,United Kingdom
13437,359,167,3408.06,United Kingdom
13439,118,54,283.71,United Kingdom
13441,282,13,296.64,United Kingdom
13447,350,59,1129.14,United Kingdom
13448,357,194,3534.69,United Kingdom
13449,350,19,291.88,United Kingdom
13450,347,71,2043.7199999999998,United Kingdom
13451,347,433,2898.2599999999998,United Kingdom
13452,114,2,590.0,United Kingdom
13453,208,17,356.97999999999996,United Kingdom
13455,349,46,1058.34,United Kingdom
13456,356,63,1766.72,United Kingdom
13458,366,382,9646.57,United Kingdom
13460,344,17,183.44,United Kingdom
13461,335,27,1445.0,United Kingdom
13462,121,9,151.5,United Kingdom
13464,315,41,674.68,United Kingdom
13466,189,17,307.9,United Kingdom
13467,363,98,1071.91,United Kingdom
13468,372,302,5704.97,United Kingdom
13470,274,10,165.0,United Kingdom
13471,372,254,2501.84,United Kingdom
13473,313,21,422.64,United Kingdom
13474,137,62,226.84,United Kingdom
13475,182,86,1431.78,United Kingdom
13476,195,58,1238.47,United Kingdom
13477,336,79,1454.58,United Kingdom
13479,173,15,300.95,United Kingdom
13481,328,109,1804.56,United Kingdom
13482,141,11,184.64,United Kingdom
13483,308,10,140.34,United Kingdom
13484,132,8,313.8,United Kingdom
13485,140,23,454.24,United Kingdom
13486,295,69,1122.41,United Kingdom
13487,316,34,575.4,United Kingdom
13488,356,422,8968.31,United Kingdom
13489,268,14,449.52,United Kingdom
13491,322,86,1215.82,United Kingdom
13492,237,50,1269.84,Switzerland
13493,98,8,618.63,Switzerland
13494,62,18,316.26000000000005,United Kingdom
13495,366,48,2044.8700000000001,United Kingdom
13496,363,35,653.33,United Kingdom
13497,91,19,348.05,United Kingdom
13499,356,42,1159.11,United Kingdom
13500,350,65,1166.77,United Kingdom
13501,85,52,1340.32,Switzerland
13502,357,18,292.0,United Kingdom
13503,302,17,216.85,United Kingdom
13504,309,22,295.93,United Kingdom
13505,301,215,4393.63,Switzerland
13506,57,26,458.52,United Kingdom
13507,370,162,2479.16,United Kingdom
13508,130,12,110.97,United Kingdom
13509,365,44,979.72,United Kingdom
13510,372,115,1791.56,United Kingdom
13512,113,15,251.21,United Kingdom
13513,247,10,205.1,United Kingdom
13514,300,4,152.20000000000002,United Kingdom
13515,301,59,891.12,United Kingdom
13516,352,44,1389.41,United Kingdom
13517,314,141,2128.42,United Kingdom
13518,288,36,627.16,United Kingdom
13519,295,8,122.75,United Kingdom
13520,315,93,3624.35,Switzerland
13521,372,418,1071.73,United Kingdom
13522,343,5,125.80000000000001,United Kingdom
13523,340,172,3964.88,United Kingdom
13524,333,27,680.1800000000001,United Kingdom
13525,359,6,628.78,United Kingdom
13527,340,217,2242.36,United Kingdom
13529,295,15,307.76,United Kingdom
13531,168,22,483.8,United Kingdom
13532,340,66,210.31,United Kingdom
13533,191,75,269.09,United Kingdom
13534,371,296,5870.08,United Kingdom
13536,372,178,3444.39,United Kingdom
13538,330,25,1280.85,United Kingdom
13539,288,37,631.34,United Kingdom
13544,334,78,276.06,United Kingdom
13546,361,97,621.09,United Kingdom
13548,277,123,678.16,United Kingdom
13549,348,51,918.2,United Kingdom
13551,54,4,91.80000000000001,United Kingdom
13552,307,109,3740.07,United Kingdom
13555,300,135,4098.88,United Kingdom
13557,345,34,584.06,United Kingdom
13558,368,169,594.52,United Kingdom
13560,366,32,171.42000000000002,United Kingdom
13561,158,14,141.85999999999999,United Kingdom
13562,292,82,1799.33,United Kingdom
13563,289,49,777.53,United Kingdom
13564,229,81,1724.67,United Kingdom
13565,354,38,240.22,United Kingdom
13566,333,169,856.84,United Kingdom
13568,200,43,187.05,United Kingdom
13569,356,79,338.62,United Kingdom
13570,130,27,239.49,United Kingdom
13571,361,340,2088.94,United Kingdom
13572,168,33,1384.25,United Kingdom
13573,323,25,290.25,United Kingdom
13575,350,46,732.0699999999999,United Kingdom
13576,363,126,6717.34,United Kingdom
13577,348,83,1687.6000000000001,United Kingdom
13579,359,23,467.04,United Kingdom
13581,64,10,118.0,United Kingdom
13583,218,53,781.03,United Kingdom
13584,67,24,142.4,United Kingdom
13587,310,8,712.4,United Kingdom
13588,358,174,2478.95,United Kingdom
13589,359,21,379.65,United Kingdom
13590,362,87,1981.92,United Kingdom
13591,309,58,1117.13,United Kingdom
13592,338,16,247.95999999999998,United Kingdom
13593,265,127,2011.88,United Kingdom
13594,321,26,396.97,United Kingdom
13596,368,146,664.11,United Kingdom
13598,326,35,160.04,United Kingdom
13599,372,246,5149.92,United Kingdom
13600,61,19,219.52,United Kingdom
13601,328,99,693.32,United Kingdom
13602,309,23,428.89,United Kingdom
13603,347,27,164.34,United Kingdom
13606,344,40,276.75,United Kingdom
13607,333,97,675.51,United Kingdom
13610,361,215,1082.33,United Kingdom
13611,284,72,1154.4,United Kingdom
13614,349,195,1585.46,United Kingdom
13615,55,23,417.69,United Kingdom
13617,333,44,544.18,United Kingdom
13618,200,13,177.34,United Kingdom
13621,257,19,213.85,United Kingdom
13623,343,78,727.74,United Kingdom
13626,121,19,257.23,United Kingdom
13627,314,92,1638.47,United Kingdom
13629,350,59,7792.36,United Kingdom
13630,368,71,2031.78,United Kingdom
13631,274,11,3070.42,United Kingdom
13632,349,145,2118.93,United Kingdom
13634,340,186,1547.3600000000001,United Kingdom
13635,306,62,1071.03,United Kingdom
13636,337,63,949.12,United Kingdom
13637,321,99,804.3,United Kingdom
13638,358,8,122.64,United Kingdom
13639,299,40,1033.34,United Kingdom
13642,158,57,312.28,United Kingdom
13643,342,28,519.44,United Kingdom
13644,357,146,2624.26,United Kingdom
13645,253,5,252.1,United Kingdom
13647,364,78,1648.1200000000001,United Kingdom
13649,117,23,346.6,United Kingdom
13650,357,96,1836.34,United Kingdom
13651,338,6,94.2,United Kingdom
13652,328,63,1095.08,United Kingdom
13654,330,166,2707.33,United Kingdom
13655,259,56,932.97,United Kingdom
13656,209,49,379.65,United Kingdom
13657,363,16,382.14,United Kingdom
13658,364,108,2639.17,United Kingdom
13659,168,103,1563.0,United Kingdom
13662,288,52,881.26,United Kingdom
13663,194,13,189.47,United Kingdom
13666,313,12,84.65,United Kingdom
13667,224,83,299.05,United Kingdom
13668,371,463,6309.83,United Kingdom
13669,323,9,218.55,United Kingdom
13670,298,25,349.7,United Kingdom
13672,72,6,186.39000000000001,United Kingdom
13673,355,60,387.44,United Kingdom
13675,222,25,486.82000000000005,United Kingdom
13678,222,16,232.6,United Kingdom
13680,372,194,3719.12,United Kingdom
13681,356,57,827.83,United Kingdom
13682,186,3,59.5,United Kingdom
13684,88,29,65.13,United Kingdom
13685,371,39,3119.44,United Kingdom
13686,191,8,72.0,United Kingdom
13689,310,6,910.0,United Kingdom
13690,314,9,172.25,United Kingdom
13692,349,53,1488.32,United Kingdom
13694,370,568,65039.62,United Kingdom
13695,342,90,2504.13,United Kingdom
13697,335,12,151.29999999999998,United Kingdom
13699,218,14,308.58000000000004,United Kingdom
13700,347,194,2248.63,United Kingdom
13703,55,1,99.5,United Kingdom
13704,368,134,2308.06,United Kingdom
13705,366,28,711.86,United Kingdom
13706,71,20,330.79,United Kingdom
13707,106,48,806.41,United Kingdom
13708,102,49,285.33,United Kingdom
13709,370,335,6307.650000000001,United Kingdom
13710,342,8,180.48,United Kingdom
13711,155,13,252.06,United Kingdom
13712,127,10,228.84,United Kingdom
13715,92,104,1077.39,United Kingdom
13716,104,21,138.28,United Kingdom
13717,341,102,1445.01,United Kingdom
13718,127,12,306.55,United Kingdom
13719,358,60,1041.68,United Kingdom
13720,257,43,799.9,United Kingdom
13721,337,28,524.14,United Kingdom
13722,242,85,2375.41,United Kingdom
13723,156,6,199.85000000000002,United Kingdom
13725,324,104,1980.56,United Kingdom
13726,335,42,1079.6599999999999,United Kingdom
13727,345,20,333.48,United Kingdom
13728,337,63,1016.14,United Kingdom
13730,238,43,752.6,United Kingdom
13731,154,38,610.59,United Kingdom
13732,345,33,491.86,United Kingdom
13735,349,195,2883.54,United Kingdom
13736,368,190,729.8,United Kingdom
13737,173,30,339.59999999999997,United Kingdom
13739,355,3,216.9,United Kingdom
13740,133,23,350.75,United Kingdom
13741,302,34,668.4300000000001,United Kingdom
13742,357,313,3107.87,United Kingdom
13743,371,41,1341.6,United Kingdom
13744,278,63,1080.52,United Kingdom
13745,211,25,300.04,United Kingdom
13747,0,1,79.6,United Kingdom
13748,278,28,948.25,United Kingdom
13750,320,24,1647.26,United Kingdom
13751,85,9,296.25,United Kingdom
13752,249,75,1175.38,United Kingdom
13753,86,35,741.26,United Kingdom
13754,222,12,282.59999999999997,United Kingdom
13755,370,321,2108.06,United Kingdom
13756,371,142,5189.52,United Kingdom
13758,362,117,3190.55,United Kingdom
13759,340,25,659.4100000000001,United Kingdom
13760,319,57,286.79,United Kingdom
13761,323,70,1070.65,United Kingdom
13762,155,7,306.72,United Kingdom
13763,310,15,1714.96,United Kingdom
13764,303,207,1519.42,United Kingdom
13767,371,368,17220.36,United Kingdom
13769,371,135,2796.51,United Kingdom
13771,309,119,2634.45,United Kingdom
13772,340,173,1122.63,United Kingdom
13774,292,22,345.0,United Kingdom
13777,373,197,25977.16,United Kingdom
13778,270,9,178.7,United Kingdom
13780,366,57,360.01,United Kingdom
13781,123,17,127.84,United Kingdom
13782,361,113,908.86,United Kingdom
13784,364,31,2462.79,United Kingdom
13786,6,7,230.39999999999998,United Kingdom
13787,298,31,309.04,United Kingdom
13790,369,45,348.8,United Kingdom
13791,246,11,1516.0,United Kingdom
13792,307,13,195.55,United Kingdom
13798,372,349,37153.85,United Kingdom
13799,257,39,688.86,United Kingdom
13800,64,33,558.32,United Kingdom
13801,307,23,324.8,United Kingdom
13802,235,60,4599.42,United Kingdom
13803,118,17,277.07,United Kingdom
13804,343,135,2588.39,United Kingdom
13805,321,13,924.6,United Kingdom
13806,310,10,256.38,United Kingdom
13807,6,7,112.6,United Kingdom
13808,368,76,1747.66,United Kingdom
13809,68,12,155.05,Cyprus
13810,345,35,1499.01,Germany
13811,190,13,814.5,Germany
13812,331,36,539.0,Germany
13813,334,69,1366.8600000000001,Germany
13814,281,57,1579.12,Germany
13815,351,176,4027.36,Germany
13816,350,28,571.6700000000001,Germany
13817,344,24,382.98,Germany
13819,72,36,1140.35,United Kingdom
13821,229,59,385.64,United Kingdom
13822,368,96,632.0,United Kingdom
13823,355,40,957.66,United Kingdom
13824,341,46,1698.94,United Kingdom
13826,197,10,189.5,United Kingdom
13827,316,92,409.8,United Kingdom
13828,351,15,209.49,United Kingdom
13831,357,72,2198.45,United Kingdom
13832,354,3,52.199999999999996,United Kingdom
13833,214,28,383.85,United Kingdom
13835,348,55,834.57,United Kingdom
13837,162,18,266.59000000000003,United Kingdom
13838,368,165,674.82,United Kingdom
13841,121,1,85.0,United Kingdom
13842,315,206,3385.62,United Kingdom
13844,362,20,361.62,United Kingdom
13845,309,9,312.98,United Kingdom
13846,349,55,865.0600000000001,United Kingdom
13848,281,5,1255.0,United Kingdom
13849,322,101,1537.95,United Kingdom
13850,244,93,1595.48,United Kingdom
13851,278,81,2651.46,United Kingdom
13853,316,23,1090.14,United Kingdom
13854,365,110,8109.5199999999995,United Kingdom
13856,205,14,388.5,United Kingdom
13858,316,11,216.17,United Kingdom
13859,47,28,201.16,United Kingdom
13860,372,76,1245.9,United Kingdom
13862,355,139,2209.36,United Kingdom
13863,126,20,305.78,United Kingdom
13865,315,30,501.56,United Kingdom
13866,299,7,145.67000000000002,United Kingdom
13867,342,60,1005.09,United Kingdom
13868,366,33,3192.54,United Kingdom
13869,250,304,3083.65,United Kingdom
13870,371,115,2770.94,United Kingdom
13871,351,336,6403.25,United Kingdom
13873,254,23,389.6,United Kingdom
13874,15,18,540.45,United Kingdom
13875,320,104,1786.79,United Kingdom
13876,310,7,122.7,United Kingdom
13877,287,3,117.24,United Kingdom
13878,319,35,1271.57,United Kingdom
13880,352,165,3219.77,United Kingdom
13881,370,178,17159.52,United Kingdom
13882,371,65,1191.13,United Kingdom
13883,363,142,2674.48,United Kingdom
13884,366,59,787.6,United Kingdom
13885,184,28,506.8,United Kingdom
13886,302,16,243.56,United Kingdom
13887,169,19,349.55,United Kingdom
13888,254,39,595.67,United Kingdom
13889,281,15,416.90000000000003,United Kingdom
13890,372,110,1883.8100000000002,United Kingdom
13892,347,27,632.97,United Kingdom
13893,76,21,821.1,United Kingdom
13894,350,27,564.62,United Kingdom
13895,345,118,2593.07,United Kingdom
13897,323,17,311.16,United Kingdom
13898,48,12,155.93,United Kingdom
13899,357,19,388.52,United Kingdom
13900,190,43,740.95,United Kingdom
13901,301,149,2867.2,United Kingdom
13904,336,26,332.64,United Kingdom
13908,294,122,2369.55,United Kingdom
13911,316,148,2580.91,United Kingdom
13914,362,33,626.45,United Kingdom
13917,324,18,272.04,United Kingdom
13918,324,30,1212.8400000000001,United Kingdom
13919,314,28,384.81,Denmark
13922,22,7,172.25,United Kingdom
13923,320,20,351.13,United Kingdom
13924,372,117,1838.8500000000001,United Kingdom
13925,281,41,678.25,United Kingdom
13926,350,11,223.85000000000002,United Kingdom
13927,299,21,348.99,United Kingdom
13928,363,27,464.57,United Kingdom
13929,204,9,842.65,United Kingdom
13930,316,17,337.34,United Kingdom
13931,278,58,1237.53,United Kingdom
13932,79,16,307.4,United Kingdom
13933,264,23,608.7900000000001,United Kingdom
13934,110,31,922.1,United Kingdom
13936,194,26,376.58,United Kingdom
13937,204,9,158.85,United Kingdom
13938,338,7,71.66,United Kingdom
13939,350,45,568.55,United Kingdom
13940,356,49,839.14,United Kingdom
13941,352,45,5112.96,United Kingdom
13946,294,11,561.5699999999999,United Kingdom
13947,308,5,90.6,United Kingdom
13948,13,3,102.0,United Kingdom
13949,371,160,2427.32,United Kingdom
13950,362,35,745.06,United Kingdom
13951,197,39,674.45,United Kingdom
13952,156,137,3251.071,United Kingdom
13953,366,20,3515.68,United Kingdom
13954,372,25,439.92,United Kingdom
13955,219,33,322.96,United Kingdom
13956,368,147,1019.27,United Kingdom
13959,294,90,594.04,United Kingdom
13960,352,12,230.22,United Kingdom
13962,352,11,169.55,United Kingdom
13963,65,35,664.54,United Kingdom
13967,228,2,80.7,United Kingdom
13969,366,619,9024.17,United Kingdom
13971,355,149,2758.26,United Kingdom
13972,303,15,190.25,United Kingdom
13973,86,11,264.7,United Kingdom
13974,324,28,413.59000000000003,United Kingdom
13975,342,329,2461.2400000000002,United Kingdom
13976,167,10,357.98,United Kingdom
13978,359,15,196.79000000000002,United Kingdom
13979,300,54,869.87,United Kingdom
13980,313,11,200.14,United Kingdom
13982,334,111,1871.81,United Kingdom
13983,344,107,2603.43,United Kingdom
13984,347,16,920.51,United Kingdom
13985,369,351,7060.13,United Kingdom
13986,356,13,320.46,United Kingdom
13988,354,234,4147.96,United Kingdom
13989,308,41,1266.08,United Kingdom
13990,160,16,311.3,United Kingdom
13991,361,82,852.88,United Kingdom
13992,343,5,76.8,United Kingdom
13993,331,121,3466.36,United Kingdom
13994,370,148,2274.14,United Kingdom
13995,358,86,1393.69,United Kingdom
13999,363,208,3901.81,United Kingdom
14000,162,15,635.66,United Kingdom
14001,328,39,2043.0800000000002,United Kingdom
14002,239,47,529.73,United Kingdom
14004,330,171,4582.64,United Kingdom
14005,364,84,2874.72,United Kingdom
14006,258,30,962.19,United Kingdom
14009,175,42,695.61,United Kingdom
14012,96,11,328.8,United Kingdom
14013,263,34,473.02,United Kingdom
14014,296,39,505.18,United Kingdom
14015,321,20,917.34,United Kingdom
14016,212,161,4341.21,EIRE
14019,327,66,1421.61,United Kingdom
14020,357,39,642.8,United Kingdom
14021,218,22,631.9,United Kingdom
14022,148,28,440.0,United Kingdom
14023,366,31,584.07,United Kingdom
14024,252,16,327.7,United Kingdom
14027,313,6,104.82,United Kingdom
14029,310,15,467.66,United Kingdom
14030,355,242,2358.84,United Kingdom
14031,366,250,17286.86,United Kingdom
14032,371,143,2975.59,United Kingdom
14034,351,86,648.89,United Kingdom
14035,345,66,1428.02,United Kingdom
14036,89,38,626.65,United Kingdom
14037,197,28,147.20000000000002,United Kingdom
14038,295,92,1560.38,United Kingdom
14039,340,6,152.2,United Kingdom
14040,333,229,3560.32,United Kingdom
14041,107,21,141.41,United Kingdom
14044,347,206,646.42,United Kingdom
14045,264,6,1659.75,United Kingdom
14046,89,14,154.99,United Kingdom
14047,365,32,1308.6100000000001,United Kingdom
14048,68,85,409.93,United Kingdom
14049,357,478,5578.72,United Kingdom
14050,342,54,746.36,United Kingdom
14051,373,210,15610.390000000001,United Kingdom
14052,354,56,225.36,United Kingdom
14053,249,4,260.25,United Kingdom
14054,308,6,92.46,United Kingdom
14055,267,10,725.6400000000001,United Kingdom
14056,372,1088,8152.71,United Kingdom
14057,350,283,6211.66,United Kingdom
14059,107,8,183.6,United Kingdom
14060,369,202,6140.42,United Kingdom
14062,364,111,10464.85,United Kingdom
14064,344,77,1334.34,United Kingdom
14066,107,7,152.55,United Kingdom
14067,310,52,374.7,United Kingdom
14068,53,24,265.85,United Kingdom
14071,370,323,1437.57,United Kingdom
14073,341,13,151.04,United Kingdom
14075,369,43,942.26,United Kingdom
14076,244,44,118.67,United Kingdom
14077,333,42,499.41999999999996,United Kingdom
14078,272,65,1049.37,United Kingdom
14079,249,12,375.1,United Kingdom
14080,341,4,45.599999999999994,United Kingdom
14081,71,150,921.62,United Kingdom
14082,9,29,182.25,United Kingdom
14083,369,177,1002.9,United Kingdom
14085,371,448,4421.29,United Kingdom
14087,371,68,191.47,United Kingdom
14088,363,589,50491.81,United Kingdom
14089,317,13,158.75,United Kingdom
14090,49,1,76.32000000000001,United Kingdom
14092,366,214,4076.91,United Kingdom
14093,361,100,433.86,United Kingdom
14096,369,5111,65164.79,United Kingdom
14098,337,21,147.35,United Kingdom
14099,357,250,3104.17,United Kingdom
14100,236,25,191.95000000000002,United Kingdom
14101,300,35,5976.79,United Kingdom
14102,368,58,1105.8799999999999,United Kingdom
14104,219,21,216.20999999999998,United Kingdom
14105,134,74,1266.23,United Kingdom
14107,322,123,2703.23,United Kingdom
14108,343,34,597.91,United Kingdom
14109,301,9,144.2,United Kingdom
14110,370,156,5683.15,United Kingdom
14111,359,10,692.85,United Kingdom
14112,351,160,2915.15,United Kingdom
14113,370,34,1840.42,United Kingdom
14114,100,15,386.53,United Kingdom
14116,354,72,1382.74,United Kingdom
14117,230,3,90.0,United Kingdom
14121,370,159,2780.15,United Kingdom
14124,289,5,419.58000000000004,United Kingdom
14125,363,166,2720.63,United Kingdom
14126,366,15,706.1300000000001,United Kingdom
14127,251,44,709.71,United Kingdom
14128,313,46,637.5,United Kingdom
14129,372,52,1123.8600000000001,United Kingdom
14130,54,66,480.91,United Kingdom
14132,371,200,3586.0299999999997,United Kingdom
14133,244,28,605.64,United Kingdom
14135,372,134,4690.31,United Kingdom
14138,372,46,965.8800000000001,United Kingdom
14139,327,26,415.82,United Kingdom
14140,370,66,935.05,United Kingdom
14141,371,40,915.13,United Kingdom
14142,0,22,311.81,United Kingdom
14143,240,7,115.8,United Kingdom
14145,327,11,3742.2,United Kingdom
14146,365,210,4191.0,United Kingdom
14147,295,5,483.4,United Kingdom
14148,140,3,157.2,United Kingdom
14149,153,28,446.62,United Kingdom
14150,338,26,658.64,United Kingdom
14152,298,49,621.29,United Kingdom
14154,134,52,1345.62,United Kingdom
14155,107,6,118.75,United Kingdom
14156,364,1395,117210.08,EIRE
14157,354,46,424.89000000000004,United Kingdom
14158,333,41,507.66,United Kingdom
14159,354,1175,4630.35,United Kingdom
14161,158,104,1097.6200000000001,United Kingdom
14162,200,25,289.36,United Kingdom
14163,286,52,2445.91,United Kingdom
14164,303,29,1631.77,United Kingdom
14165,98,24,120.44,United Kingdom
14167,334,50,562.59,United Kingdom
14171,275,58,363.79,United Kingdom
14173,363,29,450.84,United Kingdom
14174,340,26,134.46,United Kingdom
14175,314,149,3222.3,United Kingdom
14176,76,31,576.9000000000001,United Kingdom
14177,287,41,549.46,United Kingdom
14178,365,318,1600.26,United Kingdom
14179,333,157,701.57,United Kingdom
14180,363,240,4748.52,United Kingdom
14184,307,24,452.89,United Kingdom
14185,42,3,197.65,United Kingdom
14188,343,65,2054.36,United Kingdom
14189,371,265,4654.08,United Kingdom
14191,372,259,4684.76,United Kingdom
14193,306,42,853.39,United Kingdom
14194,369,579,11349.52,United Kingdom
14195,172,7,1012.0,United Kingdom
14196,267,6,335.52,United Kingdom
14198,355,39,701.4,United Kingdom
14199,155,2,185.39999999999998,United Kingdom
14201,313,37,747.44,United Kingdom
14204,371,39,150.61,United Kingdom
14205,357,24,466.7,United Kingdom
14206,134,20,328.15999999999997,United Kingdom
14208,279,10,151.74,United Kingdom
14209,363,87,2073.43,United Kingdom
14210,268,102,1905.8400000000001,United Kingdom
14211,320,112,2241.1,United Kingdom
14212,284,9,1070.48,United Kingdom
14214,343,67,1004.38,United Kingdom
14215,362,108,1789.72,United Kingdom
14216,370,59,1839.3,United Kingdom
14217,372,100,2004.98,United Kingdom
14218,331,12,169.48000000000002,United Kingdom
14219,369,7,89.94,United Kingdom
14220,126,21,632.4,United Kingdom
14221,331,193,3432.8,United Kingdom
14222,196,41,683.17,United Kingdom
14223,281,60,991.13,United Kingdom
14224,263,113,1009.73,United Kingdom
14226,345,66,2214.79,United Kingdom
14227,347,175,3350.96,United Kingdom
14229,322,40,1547.2,United Kingdom
14231,190,50,925.71,United Kingdom
14232,331,115,2048.07,United Kingdom
14233,324,35,1462.72,United Kingdom
14234,351,147,754.12,United Kingdom
14235,298,79,3144.86,United Kingdom
14236,293,15,490.86,United Kingdom
14237,0,9,161.0,United Kingdom
14238,47,8,146.85,United Kingdom
14239,330,112,2380.85,United Kingdom
14240,343,42,890.34,United Kingdom
14241,190,10,213.70000000000002,United Kingdom
14242,139,16,280.55,United Kingdom
14243,365,141,2588.77,United Kingdom
14245,154,108,1693.45,United Kingdom
14246,263,75,1474.06,United Kingdom
14247,95,20,136.76999999999998,United Kingdom
14248,55,8,302.58,United Kingdom
14250,366,111,1904.05,United Kingdom
14251,372,78,2879.7000000000003,United Kingdom
14256,113,53,969.0600000000001,United Kingdom
14257,309,106,3099.7200000000003,United Kingdom
14258,364,111,12669.98,United Kingdom
14259,232,5,120.0,United Kingdom
14261,323,52,1163.45,United Kingdom
14262,365,143,2618.23,United Kingdom
14264,219,17,333.97,United Kingdom
14265,264,31,530.18,Unspecified
14267,211,55,1516.24,United Kingdom
14270,42,29,492.65000000000003,United Kingdom
14271,148,10,112.32,United Kingdom
14272,300,33,437.96,United Kingdom
14273,322,29,559.97,United Kingdom
14276,275,64,1119.74,United Kingdom
14277,358,222,4188.0,France
14280,177,8,134.04,United Kingdom
14282,370,154,3701.44,United Kingdom
14284,343,32,595.25,United Kingdom
14285,352,27,1910.01,United Kingdom
14286,350,280,4628.75,United Kingdom
14287,365,9,176.63,United Kingdom
14288,160,16,426.6,United Kingdom
14289,365,47,911.26,United Kingdom
14290,362,101,2314.65,United Kingdom
14291,372,237,3883.25,United Kingdom
14292,366,100,4871.93,United Kingdom
14293,370,61,1046.56,United Kingdom
14295,333,5,166.20000000000002,United Kingdom
14297,356,62,1305.33,United Kingdom
14298,365,1637,51527.3,United Kingdom
14299,365,143,3965.62,United Kingdom
14300,355,3,43.2,United Kingdom
14301,256,13,640.14,United Kingdom
14304,151,17,383.45,United Kingdom
14305,302,105,1858.96,United Kingdom
14306,322,33,2093.32,United Kingdom
14307,285,180,2995.72,United Kingdom
14309,365,117,2352.53,United Kingdom
14311,131,20,310.26,United Kingdom
14312,327,87,1611.59,United Kingdom
14314,267,8,120.0,United Kingdom
14315,329,101,2481.13,United Kingdom
14317,309,24,508.58000000000004,United Kingdom
14320,167,31,477.79,United Kingdom
14321,363,123,1530.75,United Kingdom
14323,259,36,605.0600000000001,United Kingdom
14326,131,8,183.85,United Kingdom
14327,210,12,311.65,United Kingdom
14329,356,258,4975.24,United Kingdom
14331,249,28,462.65999999999997,United Kingdom
14332,351,25,840.21,United Kingdom
14333,306,15,415.2,United Kingdom
14334,357,162,2552.21,United Kingdom
14335,357,60,454.86,Germany
14336,357,90,1614.91,United Kingdom
14338,212,31,588.22,United Kingdom
14339,131,14,309.52,United Kingdom
14340,155,6,134.7,United Kingdom
14341,328,128,2166.98,United Kingdom
14342,352,21,668.5600000000001,United Kingdom
14344,246,71,889.9300000000001,United Kingdom
14345,335,6,108.97999999999999,United Kingdom
14346,253,60,1021.58,United Kingdom
14348,113,18,409.57,United Kingdom
14349,363,31,133.5,United Kingdom
14350,99,18,282.93,United Kingdom
14351,209,1,51.0,United Kingdom
14352,216,47,1078.96,United Kingdom
14353,158,6,90.6,United Kingdom
14354,368,9,163.62,United Kingdom
14355,8,11,174.4,United Kingdom
14356,294,33,701.23,United Kingdom
14357,330,40,225.12,United Kingdom
14359,354,55,912.18,United Kingdom
14360,342,117,2118.03,United Kingdom
14362,351,37,151.5,United Kingdom
14364,265,69,3717.35,United Kingdom
14367,365,521,9227.82,United Kingdom
14368,54,8,155.0,United Kingdom
14371,78,4,100.5,United Kingdom
14373,15,4,76.55,United Kingdom
14375,188,66,235.56,United Kingdom
14377,182,11,617.05,United Kingdom
14379,329,46,348.1,United Kingdom
14381,321,56,202.68,United Kingdom
14382,347,126,615.49,United Kingdom
14383,335,59,1247.69,United Kingdom
14385,364,14,202.11,United Kingdom
14386,77,7,142.4,United Kingdom
14387,341,139,1727.6,United Kingdom
14388,363,186,3212.84,United Kingdom
14389,308,45,1043.46,United Kingdom
14390,363,284,4642.57,United Kingdom
14393,155,5,67.95,United Kingdom
14395,371,348,3479.91,United Kingdom
14396,308,73,487.99,United Kingdom
14397,371,87,2612.96,United Kingdom
14400,224,25,574.7,United Kingdom
14401,369,182,4051.48,United Kingdom
14403,243,20,1475.81,United Kingdom
14404,340,100,1449.32,United Kingdom
14406,254,8,156.75,United Kingdom
14407,266,73,2157.73,United Kingdom
14408,363,106,2599.03,United Kingdom
14409,302,54,2059.4500000000003,United Kingdom
14410,281,190,1100.27,United Kingdom
14411,63,14,1063.0,United Kingdom
14412,331,43,770.03,United Kingdom
14413,11,22,121.05,United Kingdom
14414,282,97,1496.98,United Kingdom
14415,372,579,5855.57,United Kingdom
14416,351,14,490.22,United Kingdom
14418,370,124,1937.25,United Kingdom
14419,363,202,1051.79,United Kingdom
14420,274,29,387.52,United Kingdom
14421,316,27,813.11,United Kingdom
14422,373,222,4263.64,United Kingdom
14423,155,3,265.2,United Kingdom
14424,356,1,322.08,United Kingdom
14426,350,224,4481.67,United Kingdom
14427,323,17,363.34000000000003,United Kingdom
14428,366,137,1224.06,United Kingdom
14431,71,17,470.36,United Kingdom
14432,364,377,2248.5,United Kingdom
14434,352,12,1372.8,United Kingdom
14436,275,9,89.06,United Kingdom
14437,8,5,63.0,United Kingdom
14438,67,9,131.9,United Kingdom
14439,54,32,2661.24,Greece
14440,365,55,2357.6800000000003,United Kingdom
14441,373,51,1712.89,United Kingdom
14442,169,63,1589.82,Channel Islands
14443,320,93,1420.2,United Kingdom
14446,373,277,1010.35,United Kingdom
